Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Peak Freq (Hz)	Agg Entropy (bits)	Delta Time (s)	IQR BW (Hz)	Peak Freq Contour (Hz)	Center Freq (Hz)	Max Freq (Hz)	Unit Type	Contour	Description (Stimpert)	Description (Dunlop & Fournet)
54	Spectrogram 1	1	120.791810677	122.627169794	53.0	6169.2	187.5	3.490	1.835	218.8	125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;156.2;187.5;187.5;218.8;250.0;281.2;281.2;312.5;312.5;343.8;343.8;343.8;375.0;375.0;375.0;375.0;375.0;375.0;375.0;343.8;343.8;343.8;343.8;343.8;375.0;375.0;375.0;375.0;312.5;312.5;312.5;375.0;343.8;343.8;343.8;343.8;375.0;375.0;375.0;375.0;375.0;343.8;343.8;343.8;343.8;343.8;343.8;375.0;375.0;375.0;375.0;375.0;375.0;375.0;375.0;62.5;125.0;406.2;125.0;62.5;62.5;187.5;125.0;125.0;62.5;343.8;343.8;375.0;343.8;62.5;312.5;62.5;343.8;93.8;343.8;343.8;343.8;62.5;62.5;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;375.0;375.0;343.8;343.8;375.0;375.0;375.0;375.0;62.5;62.5	218.8	187.5	E	1	upsweep	gurgle?
55	Spectrogram 1	1	124.453278202	126.524612064	211.9	7449.0	343.8	1.576	2.071	31.2	343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;312.5;312.5;312.5;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;375.0;343.8;343.8;375.0;375.0;343.8;343.8;375.0;375.0;375.0;375.0;375.0;375.0;343.8;375.0;375.0;375.0;375.0;375.0;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;375.0;375.0;343.8;375.0;375.0;343.8;343.8;343.8;375.0	343.8	343.8	G	1	tone	modulated cry
56	Spectrogram 1	1	126.961602330	127.730705198	169.5	5021.3	281.2	2.686	0.769	62.5	343.8;343.8;343.8;343.8;281.2;281.2;281.2;281.2;281.2;281.2;312.5;312.5;312.5;375.0;375.0;531.2;687.5;781.2;781.2;781.2;812.5;812.5;1187.5;1187.5;1187.5;343.8;281.2;281.2;281.2;281.2;281.2;281.2;281.2;312.5;343.8;375.0;375.0;500.0;500.0;343.8;375.0;312.5;312.5;812.5;375.0;375.0;187.5	312.5	281.2	I	1	upsweep	bark
57	Spectrogram 1	1	129.947329670	132.018663532	42.4	8917.3	218.8	3.394	2.071	187.5	62.5;62.5;125.0;62.5;62.5;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;156.2;156.2;156.2;156.2;187.5;187.5;218.8;218.8;250.0;250.0;281.2;281.2;312.5;312.5;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;375.0;375.0;375.0;375.0;312.5;312.5;312.5;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;375.0;375.0;375.0;375.0;125.0;125.0;125.0;156.2;156.2;156.2;156.2;218.8;125.0;125.0;125.0;187.5;281.2;312.5;281.2;281.2;250.0;343.8;343.8;312.5;343.8;62.5;312.5;343.8;343.8;343.8;343.8;62.5;343.8;343.8;343.8;343.8;343.8;343.8;62.5;375.0;375.0;375.0;375.0;93.8;62.5;343.8;62.5;375.0;343.8;62.5;62.5	218.8	218.8	E	1	upsweep	gurgle?
58	Spectrogram 1	1	133.800147917	135.810303142	211.9	9926.6	343.8	1.544	2.010	31.2	375.0;375.0;312.5;343.8;312.5;343.8;312.5;343.8;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;312.5;343.8;343.8;343.8;343.8;312.5;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;312.5;343.8;343.8;343.8;343.8;343.8;312.5;312.5;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;375.0;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8	343.8	343.8	G	1	tone	modulated cry
59	Spectrogram 1	1	136.256033213	137.191192383	137.7	7364.3	250.0	2.266	0.935	31.2	343.8;343.8;343.8;281.2;281.2;281.2;281.2;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;281.2;281.2;312.5;281.2;281.2;281.2;312.5;312.5;312.5;343.8;375.0;375.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;312.5;281.2;281.2;312.5;312.5;312.5;312.5;375.0;375.0;406.2;312.5;187.5;343.8	250.0	250.0	J	1	grunt	grunt
60	Spectrogram 1	1	137.383468100	137.890376809	116.5	1525.4	218.8	3.690	0.507	93.8	250.0;218.8;250.0;250.0;156.2;125.0;250.0;250.0;250.0;250.0;312.5;250.0;312.5;218.8;218.8;218.8;218.8;218.8;250.0;218.8;281.2;281.2;312.5;312.5;312.5;312.5;343.8;125.0;156.2;281.2;187.5;250.0	250.0	218.8	J	1	echo	grunt echo
61	Spectrogram 1	1	139.775813484	141.952025010	53.0	8705.7	187.5	3.192	2.176	156.2	125.0;125.0;62.5;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;156.2;156.2;156.2;156.2;187.5;187.5;218.8;218.8;218.8;250.0;281.2;281.2;281.2;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;343.8;312.5;343.8;343.8;343.8;343.8;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;125.0;125.0;125.0;156.2;156.2;156.2;218.8;156.2;187.5;62.5;250.0;250.0;250.0;281.2;312.5;281.2;281.2;312.5;343.8;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;343.8;343.8;343.8;343.8;312.5;343.8;343.8;62.5;406.2;343.8;343.8;343.8;406.2	218.8	187.5	E	1	upsweep, moan	gurgle?
62	Spectrogram 1	1	143.523754068	145.586348124	190.7	6855.1	312.5	1.524	2.063	31.2	343.8;343.8;343.8;281.2;343.8;343.8;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;312.5;312.5;312.5;312.5;312.5;312.5;343.8;343.8;312.5;312.5;312.5;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;343.8;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;343.8;312.5;312.5;312.5;312.5;312.5;312.5;312.5;343.8;312.5;343.8;312.5;343.8;343.8;343.8;312.5;343.8;343.8;343.8;343.8;343.8;343.8;250.0;343.8;343.8;312.5;343.8;343.8;312.5	312.5	312.5	G	1	tone	modulated cry
63	Spectrogram 1	1	145.656266567	146.766221843	116.5	3750.0	250.0	1.638	1.110	31.2	312.5;312.5;312.5;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;281.2;250.0;218.8;218.8;218.8;218.8;250.0;250.0;250.0;218.8;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;125.0;281.2;250.0;250.0;281.2	250.0	250.0	J	1	grunt	grunt
64	Spectrogram 1	1	147.211951914	148.584101350	97.4	3782.1	218.8	1.423	1.372	31.2	1125.0;1125.0;281.2;281.2;250.0;250.0;250.0;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;250.0;250.0;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;250.0;250.0;312.5;218.8;218.8;312.5;156.2;218.8;250.0;218.8;218.8;218.8;218.8;218.8;125.0;125.0;218.8;218.8;218.8;218.8;250.0;218.8;218.8;218.8;218.8;218.8;218.8;187.5;125.0;218.8	218.8	218.8	J	1	grunt	grunt
65	Spectrogram 1	1	149.977333942	152.205984299	67.4	4070.4	156.2	3.024	2.229	125.0	93.8;125.0;125.0;93.8;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;156.2;156.2;156.2;156.2;187.5;187.5;218.8;218.8;250.0;250.0;281.2;281.2;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;281.2;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;125.0;125.0;312.5;93.8;125.0;343.8;125.0;125.0;156.2;125.0;125.0;218.8;187.5;125.0;156.2;156.2;187.5;218.8;156.2;281.2;343.8;281.2;312.5;312.5;343.8;312.5;312.5;312.5;312.5;343.8;93.8;93.8;343.8;312.5;312.5;312.5;93.8;312.5;312.5;312.5;312.5;312.5	156.2	156.2	E	1	upsweep, moan	gurgle?
66	Spectrogram 1	1	153.972764249	155.860562199	172.3	9852.9	250.0	1.516	1.888	31.2	218.8;343.8;250.0;250.0;250.0;250.0;250.0;250.0;281.2;281.2;281.2;281.2;281.2;281.2;281.2;281.2;281.2;281.2;281.2;281.2;281.2;281.2;281.2;281.2;281.2;281.2;281.2;281.2;281.2;281.2;281.2;281.2;281.2;281.2;281.2;281.2;281.2;281.2;281.2;281.2;281.2;281.2;250.0;250.0;250.0;250.0;281.2;281.2;250.0;281.2;250.0;281.2;312.5;312.5;312.5;312.5;312.5;312.5;312.5;281.2;312.5;312.5;281.2;312.5;281.2;281.2;250.0;281.2;312.5;281.2;281.2;281.2;250.0;281.2;250.0;281.2;281.2;312.5;312.5;281.2;312.5;312.5;281.2;250.0;281.2;281.2;281.2;281.2;281.2;281.2;250.0;281.2;250.0;281.2;250.0;281.2;250.0;281.2;281.2;281.2;250.0;281.2;250.0;281.2;250.0;281.2;250.0;250.0;281.2;250.0;250.0;281.2;281.2;312.5;281.2;218.8;312.5;281.2	281.2	250.0	G	1	tone w slight upsweep	ascending moan?
67	Spectrogram 1	1	156.035358305	158.368886327	104.9	4763.4	218.8	1.691	2.334	31.2	250.0;250.0;250.0;250.0;250.0;281.2;281.2;281.2;281.2;281.2;281.2;281.2;281.2;281.2;281.2;250.0;250.0;250.0;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;218.8;218.8;218.8;250.0;218.8;218.8;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;218.8;250.0;281.2;281.2;281.2;281.2;281.2;281.2;281.2;250.0;281.2;281.2;281.2;218.8;250.0;250.0;250.0;218.8;187.5;218.8;218.8;218.8;218.8;218.8;250.0;250.0;250.0;250.0;250.0;218.8;187.5;218.8;187.5;218.8;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;125.0;125.0;125.0;250.0;125.0	218.8	218.8	J	1	grunt	grunt
68	Spectrogram 1	1	160.307687208	162.466419123	58.3	4069.5	156.2	2.587	2.159	62.5	62.5;125.0;62.5;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;156.2;156.2;156.2;187.5;187.5;218.8;218.8;250.0;250.0;250.0;281.2;281.2;281.2;281.2;281.2;312.5;312.5;312.5;312.5;312.5;312.5;343.8;343.8;156.2;156.2;156.2;218.8;218.8;250.0;156.2;250.0;250.0;250.0;281.2;125.0;125.0;312.5;312.5;312.5;312.5;312.5;312.5;343.8;343.8;343.8;125.0;125.0;125.0;62.5;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;156.2;156.2;156.2;156.2;156.2;156.2;62.5;218.8;281.2;281.2;281.2;250.0;250.0;250.0;281.2;250.0;281.2;125.0;281.2;62.5;125.0;62.5;62.5;312.5;62.5;125.0	156.2	156.2	E	1	upsweep	gurgle
69	Spectrogram 1	1	164.033522637	166.096116693	149.8	3811.3	250.0	1.352	2.063	31.2	281.2;281.2;250.0;281.2;281.2;281.2;281.2;281.2;281.2;281.2;281.2;281.2;281.2;250.0;281.2;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;281.2;281.2;281.2;250.0;281.2;250.0;250.0;281.2;250.0;281.2;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;281.2;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;281.2;250.0;281.2;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0	250.0	250.0	G	1	tone	purr
70	Spectrogram 1	1	166.166035135	167.284730217	119.9	5288.0	218.8	1.361	1.119	31.2	250.0;250.0;250.0;250.0;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;250.0;218.8;218.8;250.0;250.0;250.0;250.0;250.0;250.0;250.0;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;250.0;250.0;218.8;250.0;250.0;250.0;250.0;250.0;250.0;250.0;218.8;250.0	218.8	218.8	J	1	tone	modulated moans (F)
71	Spectrogram 1	1	167.337169049	168.892854396	97.4	3595.5	218.8	1.479	1.556	31.2	218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;187.5;218.8;187.5;187.5;218.8;187.5;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;187.5;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;125.0;218.8;218.8;218.8;187.5;218.8;250.0;218.8;250.0;218.8;156.2;125.0;218.8;218.8;125.0;218.8;125.0;218.8;218.8;218.8;218.8;187.5;218.8;218.8;218.8;218.8;218.8;125.0;125.0;218.8;218.8;218.8;125.0;218.8;218.8;218.8;187.5;218.8;125.0	218.8	218.8	J	1	grunt	grunt
72	Spectrogram 1	1	170.276422187	171.875806561	37.5	9635.1	156.2	2.673	1.599	62.5	125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;156.2;156.2;156.2;187.5;187.5;218.8;218.8;250.0;281.2;281.2;281.2;312.5;312.5;125.0;125.0;125.0;343.8;343.8;343.8;343.8;343.8;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;312.5;250.0;281.2;62.5;250.0;62.5;375.0;375.0;375.0;343.8;312.5;343.8;343.8;343.8;312.5;312.5;312.5;312.5;125.0;125.0;125.0;62.5;125.0	156.2	156.2	E	1	upsweep	gurgle?
73	Spectrogram 1	1	174.172014277	175.753919040	157.3	8576.4	250.0	1.380	1.582	31.2	187.5;343.8;250.0;281.2;250.0;250.0;281.2;250.0;281.2;281.2;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;281.2;250.0;281.2;250.0;281.2;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;281.2;281.2;312.5;281.2;281.2;281.2;281.2;281.2;281.2;250.0;281.2;250.0;250.0;250.0;281.2;250.0;250.0;250.0;250.0;250.0;250.0;250.0;281.2;281.2;281.2;281.2;343.8	250.0	250.0	G	1	tone	purr (D)
74	Spectrogram 1	1	176.416294065	177.631127005	112.4	5187.3	218.8	1.361	1.215	31.2	281.2;250.0;218.8;250.0;250.0;250.0;250.0;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;250.0;218.8;250.0;218.8	218.8	218.8	J	1	tone, vib	trill
75	Spectrogram 1	1	177.840882332	178.819740529	104.9	3857.7	218.8	1.362	0.979	31.2	250.0;250.0;250.0;218.8;218.8;187.5;187.5;187.5;218.8;187.5;218.8;218.8;187.5;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;187.5;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;250.0;125.0;125.0;218.8;250.0;187.5;218.8;218.8;250.0;250.0	218.8	218.8	J	1	tone	groan
76	Spectrogram 1	1	180.720807014	182.573645742	44.9	3898.1	125.0	2.375	1.853	125.0	125.0;125.0;250.0;125.0;250.0;250.0;250.0;125.0;125.0;125.0;125.0;250.0;250.0;125.0;125.0;125.0;250.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;125.0;156.2;156.2;156.2;156.2;156.2;281.2;281.2;218.8;281.2;250.0;250.0;250.0;281.2;250.0;250.0;250.0;250.0;250.0;250.0;250.0;281.2;281.2;281.2;281.2;281.2;281.2;125.0;156.2;125.0;125.0;125.0;125.0;125.0;62.5;125.0;125.0;250.0;281.2;250.0;156.2;125.0;125.0;125.0;156.2;125.0;125.0;156.2;125.0;281.2;125.0;62.5;281.2;62.5;281.2	156.2	125.0	E	1	tone w slight upsweep	ascending moan?
77	Spectrogram 1	1	184.531776036	186.410834180	119.9	4099.4	250.0	1.398	1.879	0.0	156.2;218.8;250.0;218.8;218.8;218.8;218.8;250.0;218.8;218.8;250.0;218.8;218.8;125.0;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;218.8;250.0;250.0;250.0;250.0;250.0;218.8;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0	250.0	250.0	G	1	tone	modulated moan
78	Spectrogram 1	1	186.551692595	188.195566108	97.4	3910.9	218.8	1.393	1.644	0.0	250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;218.8;218.8;218.8;218.8;250.0;218.8;218.8;218.8;218.8;218.8;250.0;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;250.0;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;218.8;250.0;218.8	218.8	218.8	J	1	grunt	purr
79	Spectrogram 1	1	188.282085766	188.998962937	97.4	1318.4	187.5	2.063	0.717	31.2	187.5;156.2;187.5;218.8;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;187.5;218.8;218.8;218.8;187.5;156.2;218.8;187.5;156.2;187.5;187.5;125.0;218.8;187.5;187.5;187.5;187.5;187.5;187.5;187.5;125.0;125.0;218.8;125.0	187.5	187.5	J	1	grunt	purr
80	Spectrogram 1	1	190.843713724	193.229184310	52.4	13620.0	156.2	2.441	2.385	125.0	312.5;281.2;281.2;281.2;281.2;281.2;281.2;281.2;281.2;281.2;281.2;281.2;281.2;281.2;281.2;281.2;281.2;281.2;281.2;281.2;281.2;281.2;281.2;281.2;281.2;281.2;312.5;281.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;281.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;281.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;156.2;281.2;281.2;281.2;281.2;281.2;281.2;312.5;312.5;312.5;312.5;312.5;281.2;312.5;281.2;156.2;156.2;156.2;156.2;156.2;312.5;312.5;312.5;312.5;281.2;281.2;312.5;281.2;281.2;312.5;281.2;281.2;281.2;312.5;281.2;281.2;281.2;281.2;281.2;281.2;281.2;281.2;281.2;281.2;281.2;281.2;281.2;281.2;281.2;281.2;281.2;281.2;281.2;312.5;156.2;156.2;312.5;312.5;312.5;281.2;312.5;281.2;312.5;281.2;62.5;312.5;93.8;62.5;93.8;62.5;281.2;281.2;281.2;62.5	250.0	156.2	K	1	tone w slight upsweep	ascending moan?
81	Spectrogram 1	1	195.153241752	196.142037850	164.8	4790.8	250.0	1.658	0.989	31.2	250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;218.8;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;218.8;218.8;250.0;250.0;250.0;218.8;218.8;250.0;218.8;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;187.5	250.0	250.0	L	1	grunt	purr
